"Group plugin","New rule","Existing rule","SDLC stage","Kind","Test type","Plugin","Location","Trigger"
"developer-friendliness","","D60: | A choice the developer made | recorded and attributed | an unattributed constraint looks like a preference and gets optimized away |","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.3 Decisions | A choice the developer made","developer made a choice"
"machinery","When work produces a learning, record it in the same change, versioned with the work, as a standalone entry: what prompted it, what was done, what was observed (the evidence), what is concluded, and when; condense it into the ticket's companion entry. It lives with the change unless it recurs on every visit; learnings about tools stay out of the project record. The tracker holds what is broken, plans and specs what was intended, the notebook what reality answered.","M271: - Learnings ship with the work that produced them — written in the same change, versioned and managed like source — so the history of the record is itself the record of how understanding changed.","IMPL","RECORDS","","machinery","plugins/machinery/rules/work-tracking.md § The learnings record","work produces learnings"
"machinery","","M272: - Every entry stands on its own: what prompted it, what was done, what was observed, and what is concluded.","IMPL","RECORDS","","machinery","plugins/machinery/rules/work-tracking.md § The learnings record","writing a learnings entry"
"machinery","","M265: - Learnings are written back into the companion entry, condensed, so the next reader gets them at pickup cost.","POST-IMPL","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § Reading it and keeping it current","learning something on a ticket"
"machinery","","M273: - Three records, three jobs: the tracker holds what is broken, the plans and specifications hold what was intended, and the notebook holds what reality answered. Work is fully recorded only when both intent and answer exist.","CLAIM","RECORDS","","machinery","plugins/machinery/rules/work-tracking.md § The learnings record","recording work"
"machinery","","D52: | The form | the fact, the evidence, and when you learned it | an unattributed claim cannot be rechecked, so it is believed past its expiry |","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.2 Learnings | The form","writing a learning"
"machinery","","D53: | Where it lives | with the change that produced it, unless it recurs on every visit | a learning in a global pile is not found by the person reading the change it explains |","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.2 Learnings | Where it lives","placing a learning"
"machinery","","D55: | Learnings about the tools, not the project | kept out of the project's own record | padding it with environment trivia is how it becomes unread |","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.2 Learnings | Learnings about the tools, not the project","learning about tools not project"
"tie: machinery / developer-friendliness","After implementing, before calling it done, confirm each written prediction one by one and say whether it held; an unconfirmed one means not done, and a failed one is reported at full strength naming whether the work or the belief was wrong. Keep the effort's outcome ledger as you go, and when the result is measurable record whether it achieved its point: what changed, improved, regressed or is newly wrong, new smells, accepted regressions with why, and plain failure to meet the goal. [Resolves conflict: M330, D62 — capture as you go; outcome judged when measurable; owner to confirm]","M330: 6. **Keep the effort's ledger as you go** — what you did, what changed, what got better, what regressed, whether it worked, and what smells new. That list is the `developer-friendliness` skill's § 6.4 Outcomes, which this plugin depends on and which loads in every session; machinery's own `rules/work-tracking.md` § The learnings record carries the rest — the ledger ships with the effort, not after it, and every entry stands on its own.","IMPL","RECORDS","","machinery","claude-code/machinery/effort-lifecycle/SKILL.md § During","during an effort"
"tie: machinery / developer-friendliness","","M196: - After the work, confirm each prediction one by one and say for each whether it held. A blanket ""everything passed"" is not a confirmation.","POST-IMPL","REPORTING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § Predict before you work","after the work"
"tie: machinery / developer-friendliness","","M198: - A prediction that fails is a result to report at full strength, not a mess to tidy. Say explicitly which was wrong: the work, or the belief behind it.","POST-IMPL","REPORTING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § Predict before you work","a prediction fails"
"tie: machinery / developer-friendliness","","D61: | Whether the work actually worked | a ledger for the effort: what changed, what improved, what regressed, what is newly wrong, whether the restructuring achieved its point, and what new smells appeared | without it, success is folklore and the next attempt is argued from memory rather than from what happened; and a ledger that lists what changed without answering whether it achieved its point has recorded the work and not the outcome |","POST-IMPL","RECORDS","BASELINE","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.4 Outcomes | Whether the work actually worked","effort's work done"
"tie: machinery / developer-friendliness","","D62: | When to write it | when the result is measurable, not when the change lands | the moment passes and the comparison becomes unrecoverable |","POST-IMPL","RECORDS","BASELINE","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.4 Outcomes | When to write it","timing the outcomes ledger"
"tie: machinery / developer-friendliness","","D63: | A regression you caused and accepted | recorded as accepted, with why | an accepted tradeoff and an unnoticed defect look identical later |","POST-IMPL","RECORDS","CLAIM-CHECK","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.4 Outcomes | A regression you caused and accepted","regression caused and accepted"
"tie: machinery / developer-friendliness","","D64: | Work that did not achieve its goal | recorded plainly | an unrecorded failure is repeated, usually by someone who read only that it was attempted |","POST-IMPL","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.4 Outcomes | Work that did not achieve its goal","work missed its goal"
"tie: machinery / developer-friendliness","","M197: - A prediction left unconfirmed means the work is not finished. It is not a caveat and not a follow-up item.","CLAIM","PLANNING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § Predict before you work","a prediction is unconfirmed"
